Scene,Character,Line
2474,jim,Do you like to party?
2474,phoebe,"I-I-I like, I like parties."
2474,jim,"You’re wild, aren’t ya?"
2474,phoebe,"Yeah I guess, a little."
2474,jim,"It ain’t no thing, I’m wild too."
2474,phoebe,"So! Umm, anyway I-I lived in New York, someone wildly I guess, for umm—Well since I was fourteen."
2474,jim,I’m sorry. I’m staring. It’s just that you have the most beautiful eyes.
2474,phoebe,Oh stop it.
2474,jim,And your breasts! Hmm!!!
2474,phoebe,"Okay. Umm look, you’re coming on a little strong. But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together. So, why don’t we just start over okay? And you can just tell me about yourself."
2474,jim,All right.
2474,phoebe,Okay.
2474,jim,"I write erotic novels, for children."
2474,phoebe,What?!
2474,jim,They’re wildly unpopular.
2474,phoebe,Oh my God!
2474,jim,"Oh also, you might be interested to know that I have a Ph.D."
2474,phoebe,Wow! You do?
2474,jim,"Yeah, a Pretty Huge…"
2474,phoebe,All right.
2475,chandler,…there’ll be sun.
2475,joey,Hey!
2475,rachel,"Hey! Oh Joey, honey listen, thank you for talking to my yesterday about that thing with my boss. That really meant a lot."
2475,joey,"Not a problem. Oh, and just so you know, that guy’s not going to be bothering you about that baby thing anymore."
2475,rachel,What?
2475,joey,Let’s just say I took care of it.
2475,rachel,"Whoa-whoa-whoa, let’s say more!"
2475,joey,"Don’t worry! Don’t worry. I just told him, very nicely, ""You don’t go buying people’s babies, so back off!!"""
2475,rachel,What?!
2475,chandler and monica,What?!
2475,rachel,"No! No, no-no-no Joey he doesn’t want to buy my baby! I made that up!"
2475,joey,What?! Why?!
2475,rachel,So that we would have something to talk about! So it wouldn’t be awkward!
2475,joey,And you couldn’t think of anything else?!
2475,monica,You said your boss wants to buy your baby?!
2475,rachel,I can’t believe that you yelled at my boss! I’m-I’m gonna lose my job! What am I going to do?!
2475,chandler,You can always sell your baby.
2475,rachel,"Oh Joey, I can’t believe you brought my boss into this! I’m gonna get fired!"
2475,joey,You lied to me!
2475,rachel,"Well, she told me too!"
2475,monica,Chandler has two copies of Annie!
2476,mona,Oh my God! Ross!!!
2476,ross,Hello!!
2476,mona,"Ross, what are you doing?!"
2476,ross,Not touching myself if that makes anyone less uncomfortable.
2477,rachel,Morning. You wanted to see me?
2477,mr. zelner,"Please, come in. Have a seat."
2477,rachel,Okay look Mr. Zelner…
2477,mr. zelner,Oh I think it’s best that I speak first.
2477,rachel,Yeah.
2477,mr. zelner,I’ve asked Lee from human resources to be here as a witness to our conversation.
2477,rachel,Oh God.
2477,mr. zelner,"If I in any way implied that I wanted to buy your baby…I am sorry. Okay? Last week when I asked you when your due date was uh, I certainly did not mean that I felt that I was due your baby. Yeah, I want to be very clear that I understand that its your baby, and it is not mine to purchase."
2477,rachel,"Well, as long as we are clear about that."
2478,phoebe,Oh there it is.
2478,monica,That’s not your regular dry cleaners.
2478,phoebe,"I know, but that creep that I went on that date with goes to there so I have to find a new one. I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store…"
2478,monica,What?!
2478,phoebe,A new grocery store. The universe said I was going to meet a nice guy and that’s what they gave me? When I get up there I’m going to kick some ass.
2478,monica,"Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you."
2478,phoebe,"Yeah, we both can. And we both will."
2478,phoebe,"Oh, you didn’t have to come in with me."
2478,monica,Are you kidding? This is where they get out stains! Okay? This is like Disneyland for me. I’m-I’m gonna be over here watching the dance of the clean shirts.
2478,phoebe,Okay.
2478,guy,Wow!
2478,phoebe,What?
2478,guy,"I’m sorry, it’s just that you’re so incredibly beautiful."
2478,phoebe,"Oh yeah well, I’m sorry about that too, but what are you going to do?"
2478,guy,"I hope you don’t think I’m crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?"
2478,phoebe,A little. Now you’re talking.
2478,guy,Would you like to go out and have a cup of coffee?
2478,phoebe,I-I-I’d love to. Let me just tell my friend.
2478,monica,"Ooh, an ink stain! Hey, can I watch how you get this out?"
2478,phoebe,She must’ve left.
2479,rachel,Hi.
2479,joey,So? What-what-what happened?
2479,rachel,It’s all gonna be okay. They’re just so happy that I’m not suing them that they gave me one extra month paid maternity leave. So long as I understand that the money should not construed as a down payment on this or any other child I should bear.
2479,chandler,"Wow, Ralph Lauren is really going out of there way to show they’re not in the baby buying business."
2479,rachel,"Chandler, can you give us a minute?"
2479,chandler,"Oh I’m sorry, you’re kicking me out of my own living room?"
2479,rachel,Yeah.
2479,chandler,I’ll be in there.
2479,rachel,"Joey, I’m really sorry that I lied to you. I was just trying to make things…"
2479,joey,I know. I know.
2479,rachel,"It kinda worked. I mean y’know, I don’t know about you buy I haven’t thought about our thing since all this."
2479,joey,"Hey you’re right. Yeah, it’s kinda been like us again a little bit."
2479,rachel,Yeah I know! I miss that.
2479,joey,Me too. I mean I…haven’t thought at all about how I put myself out there and said all that stuff and how you didn’t feel the same way about me and-and how it was really awkward.
2479,rachel,My gynecologist tried to kill me.
2480,mona,"Listen Ross, you don’t have to apologize. I understand why you were there."
2480,ross,You do?
2480,mona,"Yeah, you still have feelings for me. And-and to be honest, I-I still have feelings for you. And I wish that we can work it out Ross, but we can’t. It’s too complicated with you and Rachel and the baby, I-I just… It just wasn’t meant to be."
2480,ross,Oh God you’re right.
2480,mona,"Ross, we…we have to be strong. Okay, I-I’m gonna go. Can I? To remember you?"
2481,phoebe,"Oh, Ross, Mon, is it okay if I bring someone to your parent’s anniversary party?"
2481,monica,Yeah.
2481,ross,Sure. Yeah.
2481,joey,"So, who’s the guy?"
2481,phoebe,"Well, his name is Parker and I met him at the drycleaners."
2481,chandler,"Oooh, did he put a little starch in your bloomers? Who said that?"
2481,phoebe,"Yeah, he’s really great though. He has this incredible zest for life, and he treats me like a queen, except at night when he treats me like the naughty girl I am."
2481,monica,"Oh, by the way. Would it be okay if I gave the toast to mom and dad this year?"
2481,ross,"Uh, yeah, you sure you want to after what happened at their 20th?"
2481,monica,"Yeah, I’d really like to."
2481,ross,"Okay, hopefully this time mom won’t boo you."
2481,monica,"Yes! Every year Ross makes the toast, and it’s always really moving, and always makes them cry. Well this year I’m going to make them cry."
2481,chandler,And you wonder why Ross is their favorite?
2481,monica,"No! Really! Any time Ross makes a toast everyone cries, and hugs him, and pats him on the back and they all come up to me and say, ""God, your brother."" Know what they’ll say this year? ""God, you"""
2481,joey,"Well I can promise you, at least one person will be crying."
2481,monica,Really you can do that?
2481,joey,Are you kidding me? Watch! Well I can’t do it with you guys watching me!
2482,chandler,What are you doing?
2482,monica,"Oh I’m working on my toast for the party, or as I like to call it. Sob fest 2002. Hey check this out."
2482,chandler,It’s a dog.
2482,monica,It’s a dead dog. That’s Chi-Chi; she died when I was in high school.
2482,chandler,It’s your parents’ anniversary and you’re going to talk about their dead pet?
2482,monica,"The good stuff, huh?"
2482,rachel,Hi!
2482,ross,Hey!
2482,joey,Hey!
2482,monica,You got a present for my parents. That’s so sweet.
2482,joey,"Yeah, yeah, in honor of their 35th wedding anniversary, I had a star named after them."
2482,ross,Aww that is so cool.
2482,joey,And I got them a book on Karma Sutra for the elderly.
2482,rachel,"Hey, do you guys have any extra ribbon?"
2482,chandler,"Yeah, sure. What do you need? We got lace, satin, sateen, raffia, gingham, felt, and I think my testacles may be in here too."
2482,ross,"Aww! Chi-Chi! Oh, I loved this dog! Y’know Monica couldn’t get braces because Chi-Chi needed knee surgery."
2482,monica,What?!
2482,ross,You were the 200-pound 11-year-old who rode her!
2482,phoebe,Hey!
2482,all,Hi!
2482,phoebe,"Everybody, this is Parker, Parker this is…"
2482,parker,"No, no, no wait! Don’t tell me. Let me guess. Chandler, I’m kidding all ready you’re my favorite!"
2482,chandler,Ha!
2482,parker,Why don’t all of you tell me a little about your self?
2482,ross,"Ah, actually, I’m sorry we-we probably should get going."
2482,rachel,"I, uh, think you already are."
2482,parker,"Rachel, you have life growing inside you. Is there anything in this world more miraculous than—Oh a picture of a dog! Whose is this?"
2482,monica,That’s my old dog. He passed away years ago.
2482,parker,"Oh well, at least you were lucky to have him. Bow-wow old friend, bow-wow. So where’s the party?"
2482,monica,It’s out on the island. It’s in Massapequa.
2482,parker,"Maaaassapequa, sounds like a magical place. Tell me about Massapequa, is it steep in Native American history? {Transcriber’s Note Interestingly Alec Baldwin was born in Massapequa.}"
2482,ross,"Well, there is an Arby’s in the shape of a tee-pee."
2482,monica,"Okay, I got my note cards. Do you got the presents?"
2482,chandler,Yeah.
2482,monica,And I’ve got the car keys.
2482,parker,We’re driving!?
2482,monica,Yeah.
2482,parker,Aces!
2482,ross,"So uh, he seems like a nice guy."
2482,rachel,"Yeah, yeah I like him a lot."
2482,ross,Ya wanna hang back and take our own cab?
2482,rachel,"Yeah, otherwise I’m not going."
2483,mr. and mrs. geller,Hi
2483,ross,Hi! Hey mom.
2483,rachel,"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?"
2483,mrs. geller,Jack?
2483,mr. geller,Why would you serve food on such a sharp stick?
2483,ross,"That’s a good question, dad. That’s a good question…"
2483,rachel,Hmmm….
2483,woman,Congratulations you two!
2483,rachel,Thank you…we’re so excited
2483,woman,"And also, congratulations on your wedding."
2483,ross,Wha—What?
2483,mrs. geller,"Can we talk to you for just a y’know… It’s just a little thing. Well we think it’s absolutely marvelous that you’re having this baby out of wedlock, some of our friends are less open-minded. Which is why we’ve told them all that you’re married."
2483,ross and rachel,What?!
2483,mrs. geller,Thanks for going along with this.
2483,ross,Dad so what we have to pretend that we’re married?
2483,mr. geller,"Son, I had to shave my ears for tonight. You can do this."
2483,ross,Can you believe that?
2483,rachel,"Yeah, if you’re going to do the ears, you might as well take a pass at the nosal area."
2483,ross,"No, us having to lie about being married."
2483,rachel,"No, I know I don’t either, but ya know what, it’s their party, and it’s just one night. And we don’t even have to lie; we just won’t say anything. If it comes up again, we’ll just…smile. We’ll nod along."
2483,woman,Ross!
2483,man,Rachel!
2483,ross,"Hi Aunt Lisa, Uncle Dan"
2483,aunt lisa,"Congratulations on the baby, and on the wedding"
2483,ross and rachel,Hmmmm….
2483,uncle dan,Here’s a little something to get you started.
2483,rachel,Oh…
2483,aunt lisa,"So, how’s married life treating you?"
2483,rachel,Unbelievable!
2483,ross,We love marriage!
2483,aunt lisa,Great!
2483,ross,Hey
2483,phoebe,Hey!
2483,parker,"What a beautiful place. What a great night! I have to tell you, being here with all of you in Event Room C…I feel so lucky. I think of all the good times that have happened here. The birthdays, the proms, the mitzvahs both bar and bat, but none of them will compare with tonight! My God, I don’t want to forget this moment! It’s like I want to take a mental picture of you all! Click!"
2483,chandler,I don’t think the flash went off.
2483,parker,"Dahaaa! I’m going to find the men’s room, be right back."
2483,phoebe,I’ll go with you
2483,parker,Come on!
2483,chandler,Somewhere there is someone with a tranquilizer gun and a huge butterfly net looking for that man.
2483,joey,"I have to go to the bathroom too, but I don’t want him complimenting my thing."
2483,ross,I’m so we weren’t in the car! Did he ever let up?
2483,monica,He called the Long Island Expressway a concrete miracle.
2483,phoebe,Were you guys making fun of Parker?
2483,ross,"That depends, how much did you hear?"
2483,phoebe,"So, he a little enthusiastic, what’s wrong with that?"
2483,monica,"It’s just that, it’s so much."
2483,phoebe,"Well, so what I like him! Do I make fun of the people you’ve dated? Tag, Janice, Mona? No, because friends don’t do that. But, do you want my opinion? Do you want it? ‘Cause in my opinion, your collective dating record reads like the who’s who of human crap."
2483,monica,I feel terrible.
2483,joey,I know
2483,ross,What was wrong with Mona?
2484,rachel,Open it! Open it! Open it!
2484,ross,Yeah baby!
2484,man,So we never got to hear about your wedding!
2484,woman,We were surprise that we weren’t invited.
2484,ross,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding."
2484,rachel,"But it was beautiful. I mean it was small, but kind of spectacular."
2484,man,Where did you have it?
2484,rachel,"On a cliff, in Barbados, at sunset, and Stevie Wonder sang Isn’t She Lovely as I walked down the aisle."
2484,woman,Really?
2484,rachel,"Yeah, Stevie’s an old family friend."
2484,woman,Oh my God. That sounds amazing. I would love to see pictures.
2484,rachel,So would I. You wouldn’t think that Annie Liebawitz would forget to put film in the camera.
2484,ross,Would you excuse us for a second? Umm…. what are you doing?
2484,rachel,What? I’m not you. This may be the only wedding I ever have. I want it to be amazing.
2484,ross,"Okay, okay. Ooooh, ooh maybe I rode in on a Harley."
2484,rachel,"Okay, Ross, it has to be realistic."
2484,parker,Are you okay? You seem kind of quiet.
2484,phoebe,"No, I’m fine. I’m great. I’m with you."
2484,parker,And I’m with you! What a great time to be alive! Look at this plate-bouncy thing. What an inspired solution to man’s plate dispensing problems.
2484,phoebe,"Hm huh, yeah."
2484,parker,Ah! Oysters! Let me feed you one.
2484,phoebe,"No, that’s not necessary."
2484,parker,Please.
2484,phoebe,"No, actually I don’t eat…"
2484,parker,I won’t quit until you try.
2484,phoebe,"Okay, fine! Fine! Mmm…hmmmmm…."
2484,parker,What are they like? I’ve never had one.
2484,phoebe,Why don’t you just try one?
2484,parker,"No, they look too weird."
2484,chandler,What are you doin’?
2484,monica,Just going over my toast. Those two will never know what hit ‘em. I can’t wait. They’re going to be crying so hard. They’re going to be fighting for breath.
2484,chandler,"Ya know if you want to, I can just hold them down and you could ."
2484,rachel,"And my veil was lace, made by blind, Belgium nuns."
2484,woman,Blind?
2484,rachel,"Well, not at first, but it was very intricate work and they said even though they lost their sight, it was all worth it."
2484,aunt lisa,I’ll bet you looked beautiful…
2484,rachel,"Well, I don’t know about that, but some said that I looked like a floating angel."
2484,woman,"So, how did you propose?"
2484,rachel,Oh yeah. That’s a great story.
2484,ross,"Well, um, actually, I-I took her to the planetarium. That’s-that’s where we had our first date. Um, she walked in and I had the room filled with lilies, her favorite flower…"
2484,aunt lisa,Oh that is so sweet!
2484,rachel,Shhh! I want to hear the rest!
2484,ross,"Then, Fred Astaire singing The Way You Look Tonight came on the sound system, and the lights came down. And I got down on one knee and written across the dome in the stars were the words ""Will you marry me?"""
2484,rachel,"And the ring, was the size of my fist !"
2484,joey,"Yeah uh, Phoebe! Look umm, I want to apologize about before, okay? We were being jerks. Parker’s a nice guy and I’d like to get to know him."
2484,phoebe,Then you better do it now.
2484,joey,Why?
2484,phoebe,Because I’m going to kill him
2484,joey,What-what?
2484,phoebe,"You guys were right. He’s just too excited about…everything. I mean I’m all for living life, but this is the Geller’s 35th anniversary. Okay? Let’s call a spade a spade this party stinks."
2484,joey,"I know I’m having the worst time. There was a 15-minute line for the buffet, and when I finally got up to the plates, I slipped on a giant booger!"
2484,phoebe,Are you sure it wasn’t an oyster?
2484,joey,"I guess it could’ve been, I didn’t really look at it. Y’know, I just wiped it on Chandler’s coat and got the hell out of there."
2484,phoebe,He’s just such a great guy I’m so excited about him.
2484,joey,"Oh hey, you should be excited about him. There’s nothing wrong with him he’s a good guy."
2484,phoebe,You think?
2484,joey,Yeah. Ya know what I think; I think we were all just being too negative.
2484,phoebe,"You’re right. You’re right, he’s just embracing life. We could all stand to be a little more like Parker. You know what? I am like him! I’m a sunny, positive person."
2484,joey,"Actually, you have a little bit of an edge."
2484,phoebe,What’s that now?
2484,joey,Nothing…
2484,phoebe,Oh look it’s Parker!
2484,parker,Look! It’s the bunny hop!
2484,phoebe,Oooh I love it!
2484,parker,You do?!
2484,phoebe,Are you kidding? People acting like animals to music. Come on!
2484,monica,"Okay it’s time for the toast! Umm now-now, I know that Ross usually gives the toast, but this year I’m going to do it."
2484,monica,"No, no it’s going to be great. Really! Mom, Dad, when I got married, one of the things that made me sure I could do it was the amazing example the two of you set for me. For that and so many other things I want to say thank you. I know I probably don’t say it enough, but I love you. You people are made of stone! Here’s to mom and dad! Whatever!"
2484,mrs. geller,"Thank you Monica that was uh, interesting. Wasn’t it interesting, Jack?"
2484,mr. geller,Why don’t I remember this dog?
2484,mrs. geller,"Ross, why don’t you give us your toast now?"
2484,ross,"Oh, no, Mom, it’s just Monica this year."
2484,mrs. geller,You’re not going to say anything? On our 35th wedding anniversary
2484,ross,"No, of course, Um… Um, everybody? Um, I-I just wanted to say…on behalf of my new bride, Rachel , and myself. Umm, that if…if in 35 years, we’re half as happy as you guys are, we’ll count ourselves the luckiest people in the world."
2484,mrs. geller,Oh Ross…
2484,mr. geller,I just wish Nana were alive to hear Ross’s toast.
2485,parker,My God what a fantastically well lit hallway!
2485,phoebe,Can I get you something to drink? Like a water and Valium?
2485,parker,"I must say this apartment, its, its, There are no words…"
2485,phoebe,Oh thank God.
2485,parker,It’s a haven. A third-floor paradise. A modern-day Eden in the midst…
2485,phoebe,"Yeah? I know! I know! Uh huh? Listen why don’t we just um, sit and relax? You know just be with each other. Quietly!"
2485,parker,That sounds great.
2485,phoebe,"Let’s try something else, let’s play a game."
2485,parker,I love games!
2485,phoebe,Shocking! Let’s play the game of who can stay quiet the longest.
2485,parker,Or…Jenga.
2485,phoebe,"But, let’s play this one first. And remember whoever talks first loses!"
2485,parker,"I lose, now Jenga."
2485,phoebe,Oh my God! Oh my God!
2485,parker,Is something wrong?
2485,phoebe,"Wrong? Really? You know the word wrong. Everything isn’t perfect? Everything isn’t magical? Everything isn’t a glow with the light of a million fairies? They were just brake lights, Parker!"
2485,parker,"Well, excuse me for putting a good spin on a traffic jam!"
2485,phoebe,You don’t have to put a good spin on everything.
2485,parker,I’m sorry that’s who I am. I’m a positive person.
2485,phoebe,"No! I am a positive person. You are like Santa Clause on Prozac, at Disneyland, getting laid!"
2485,parker,"So what do you want me to do, you want me to be more negative, less happy?"
2485,phoebe,Much less happy!
2485,parker,"Fine! Well then to quote Ross, ""I’d better be going."""
2485,phoebe,So long! Don’t let the best door in the world hit you in the ass on your way out!
2485,parker,Isn’t this the most incredible fight you’ve ever had in your entire life?
2485,phoebe,Uh huh.
2486,ross,"…and then, we could’ve gone from the ceremony to the reception with you in the sidecar!"
2486,rachel,"Ross, it just wouldn’t have been feasible."
2486,ross,But having a dove place the ring on your finger would’ve been no problem?
2486,rachel,It was really fun being married to you tonight.
2486,ross,"Yeah! And! And, it was the easiest 400 bucks I’ve ever made."
2486,rachel,"Okay Ross, can I uh, can I ask you something?"
2486,ross,Yeah.
2486,rachel,"That proposal, at the planetarium…"
2486,ross,"I know, I know it was stupid."
2486,rachel,"Are you kidding?! With the, with the lilies, and-and the song, and the stars! It was…really wonderful! Did you just make that up?"
2486,ross,"No, actually I thought about it when, when we were going out. It’s how I imagined I uh, I would ask you to marry me."
2486,rachel,"Well, that would’ve been very hard to say no too."
2486,ross,"It’s a good thing I didn’t do it, because it sounds like it would’ve been a very expensive wedding. Okay, good night"
2486,rachel,Goodnight
2486,ross,Even if the sidecar had a windscreen so your hair wouldn’t get messed up?
2486,rachel,I will think about it.
2486,ross,That’s all I’m askin’
2487,monica,"Okay that’s it. I give up. At mom and dad’s 40th anniversary, you’re the one giving the speech."
2487,ross,Y’know I don’t understand why they didn’t cry. It was a beautiful speech.
2487,monica,"Oh, come on."
2487,ross,"Hey! All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad! And that picture of Chi-Chi with her mischievous grin. And what you said about Nana. Ohh, yeah she really would’ve wanted to be there. And you know what? I think she was."
2487,monica,"Oh good God, Ross! How the hell do you do it?"
2488,rachel,Hi!
2488,ross,Hey!
2488,monica,Hey!
2488,rachel,"So, I’m in my apartment doing the Soap Opera Digest crossword puzzle, and guess who the clue is for three down."
2488,joey,"Three down, Days Of Our Lives star blank Tribbiani. That’s me!! I’m blank!!"
2488,monica,How cool is this?! We know three down! I’m touching three down!
2488,joey,Yeah you are baby.
2488,monica,"Three down knows I’m married, what’s three down doin’?"
2488,rachel,So did they call you to tell you your name’s gonna be in this?
2488,joey,"No. They really like me over there. They want to do a big profile on me, but I said no."
2488,ross,Why’d you say no?
2488,joey,"Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, and then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time."
2488,chandler,If only there was something in your head to control the things you say.
2488,rachel,"Oh, come on Joey! You will totally keep it in check this time, and plus y’know the publicity would be really good for your career! And you deserve that! And if you do the interview you can mention, oh I don’t know, gal pal Rachel Green?"
2488,chandler,Is that gal pal spelled L-O-S-E-R?
2488,rachel,"Okay, don’t listen to him. Please?"
2488,joey,"Fine! All right, I’ll do it. But hey! You guys have to be at the next table so you can stop me if I y’know, start to say something stupid."
2488,ross,"Just then or-or all the time, ‘cause we-we have jobs y’know."
2488,rachel,"Come on! We will be there for you the whole time! Just remember gal pal Rachel Green. Seriously, proud of you."
2488,joey,Yeah.
2489,the interviewer,I really appreciate you taking the time to do this.
2489,joey,"Oh, not at all. Happy to do it."
2489,monica,You think we’re being obvious?
2489,chandler,"No, we’re just four people with neck problems. You talk like this."
2489,the interviewer,Y’know I think its great you wanted to meet here. Y’know when most people hear the magazine is paying for it they want to go to a big fancy restaurant.
2489,joey,"Actually, I didn’t know the magazine was paying for it. Wouldn’t have mattered, I’m doing this for the fans, not for the free food."
2489,gunther,Can I get you anything?
2489,the interviewer,"Umm, I’ll have a cup of coffee."
2489,joey,And I’ll have all the muffins.
2489,phoebe,Hey!
2489,ross,Shhh! We’re not talking.
2489,phoebe,Oh. Finally! Oh.
2489,the interviewer,"So, according to your bio, you’ve done quite a bit of work before Days of Our Lives. Anything you’re particularly proud of?"
2489,host,"Folks, has this ever happened to you. You go to the refrigerator to get a nice glass of milk, and these darn cartons are so flingin'-flangin' hard to open."
2489,joey,"Oh, you said it Mike. Aw! There's got to be a better way!"
2489,mike,And there is Kevin.
2489,mike,"This is the first time he’s ever used this product, he's never used this product before, you're gonna see how easy this is to do. This works with any milk carton."
2489,joey,"Now, I can have milk everyday."
2489,lauren,So this is it? Victor?
2489,joey,"Yeah, I guess it is. And so… I’m gonna get on this spaceship, So you tell your great-great-granddaughter to look me up, because Adrienne… baby…I’m gonna want to meet her."
2489,joey,"Shh, OK, here I come, here I come. See I'm comin' to fix the copier, I can't get to the copier, I'm thinkin' what do I do, what do I do…so I just watch 'em have sex. And then I say, wait, here's my line, you know that's bad for the paper tray."
2489,chandler,Nice work my friend.
2489,joey,"Thank you. Wait-wait-wait-wait, you see me again. Hang on, the guy's butt's blockin' me. There I am, there I am, there I am, there I am, there I am…"
2489,joey,"Well, there are so many things, it’s hard to pick just one."
2489,phoebe,"I’m gonna get some coffee, anyone want anything?"
2489,rachel,"Oh yeah, I’d actually love a blueberry muffin and a chamomile tea."
2489,ross,"Uh, double latte, extra foam."
2489,chandler,And a bagel with only…
2489,phoebe,I was just being polite!
2489,the interviewer,"Okay, how about when you’re not working. What do you do in your spare time?"
2489,joey,Who names their boat Coast Guard anyway?
2489,rachel,That is the Coast Guard.
2489,joey,What are they doing out here? The coast’s all the way over there.
2489,chandler,Hey!
2489,phoebe,Hey! Check it out! This is unbelievable! Joey has been holding his breath for almost four minutes!
2489,joey,Dude! What are yo—you trying to kill me?!
2490,chandler,"Well, I see you've had a very productive day. Don't you think the cowboy hat is a little much?"
2490,ross,"Come on, it's fun!"
2490,chandler,All right! Isn't this a woman's hat?
2490,joey,"Dude, stop talking crazy and make us some tea!"
2490,chandler,"Y’know what, we have to turn off the porn."
2490,joey,I think you’re right.
2490,chandler,"All right, ready?"
2490,joey,One.
2490,chandler,Two.
2490,both,Three.
2490,joey,That’s kinda nice.
2490,chandler,"Yeah, that’s kinda a relief."
2490,joey,Yeah.
2490,chandler,You wanna see if we still have it?
2490,joey,Yeah.
2490,chandler,FREE PORN!!!
2490,joey,Yeah!!
2490,chandler,We have free porn here!!!
2490,joey,"In my spare time I uh, read to the blind. And I’m also a mento for the kids."
2490,the interviewer,A mento…
2490,joey,Right.
2490,the interviewer,Like the candy?
2490,joey,"Matter of fact, I do."
2490,the interviewer,"Well umm, another thing our readers always want to know is how our soap stars stay in such great shape. Do you have some kind of fitness regime?"
2490,joey,"Uh, we stars just try to eat right and get lots of exercise."
2490,joey,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?"
2490,ross,Are you serious?!
2490,joey,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.
2490,ross,Wow! We are pretty good at this!
2490,joey,Yeah!
2490,ross,Hey! We totally forgot about lunch!
2490,joey,"Oh, I-I, I think that's the first time I ever missed a meal! Yeah, my pants are a little loose!"
2491,chandler,What’s wrong with you?
2491,joey,"Nothing! Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since. But um, I don’t think it’s anything serious."
2491,chandler,This sounds like a hernia. You have to—you-you—Go to the doctor!
2491,joey,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach! Damn you 15s!"
2491,rachel,"It’s a trifle. It’s got all of these layers. First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch. then a little more custard, and then bananas, and then I just put some whipped cream on top!"
2491,ross,It tastes like feet!
2491,joey,I like it.
2491,ross,Are you kidding?
2491,joey,What’s not to like? Custard? Good. Jam? Good. Meat? Goooooood.
2492,joey,"The fridge broke. I have to eat everything. Cold cuts, ice cream, limes—Hey, what was in that brown jar?"
2492,chandler,That’s still in there?!
2492,joey,Not anymore.
2493,rachel,Oh! Yay! Look! There’s a piece that doesn’t have floor on it!
2493,chandler,Stick to your side!
2493,rachel,"Hey, come on now!"
2493,joey,"Uhh, I don’t believe in these crazy diets y’know, just everything in moderation."
2493,gunther,Your muffins.
2493,joey,I’ll take those to go. For the kids.
2493,the interviewer,"Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?"
2493,joey,"It was so stupid, I said some stuff in an interview that I shouldn’t have said. But believe me, that’s not gonna happen today."
2493,the interviewer,"Understood. So, what’d you say back then?"
2493,joey,"Well, I said that I…"
2494,joey,"You guys, this is Shelley, she’s interviewing me for Soap Opera Digest, and Shelley, this are my friends…"
2494,rachel,gal pal Rachel Green.
2494,ross,Who just lost the respect of her unborn child.
2494,the interviewer,"Umm, I’m gonna just go get this warmed up."
2494,joey,Okay.
2494,monica,Joey! You’re doing great!
2494,ross,"Yeah, so far nothing stupid."
2494,chandler,Mento?
2494,joey,No thanks.
2494,the interviewer,"So, as Joey’s friends, is there anything that you guys think our readers ought to know?"
2494,ross,"Uh no, no just-just that he is a great guy."
2494,rachel,…I would just like to say that Joey truly has enriched the days of our lives.
2494,phoebe,"Umm, I…I just think you don’t expect someone so hot to be so sweet."
2494,the interviewer,Oh! I like that. What’s your name?
2494,phoebe,"Umm, Phoebe Buffay."
2494,the interviewer,How do you spell that? So we can get it right.
2494,phoebe,"Oh okay, it’s P as in Phoebe, H as in hoebe, O as in oebe, E as in ebe, B as in bee-bee and E as in ‘Ello there mate!"
2494,the interviewer,"Great! Well, it was nice meeting all of you."
2494,ross,"Yeah, you too."
2494,rachel,You too!
2494,chandler,Thanks.
2494,monica,Bye.
2494,the interviewer,"So it seems like you have a lot of friends, who would you say is your best friend?"
2494,joey,How come you have two?
2494,chandler,Well this one's for you.
2494,joey,Get out.
2494,chandler,"No, I can't. No-no, listen, I, I know how much this means to you and I also know that this is about more than just jewelry, best buds."
2494,joey,"Wow, is this friendship? I think so. Check it out, we're bracelet buddies."
2494,chandler,That's what they'll call us.
2495,rachel,"Oh, Joey! Sorry!"
2495,joey,No that’s all right. Don’t worry about it.
2495,rachel,Oh but look! That’s gonna leave a stain!
2495,joey,Rach! Hey! It’s fine! You’re at Joey’s!
2495,rachel,Really?
2495,joey,Yeah! Look!
2495,rachel,I’ve never lived like this before.
2495,joey,I know.
2495,joey,"All right, don’t waste it, I mean its still food."
2496,ross,"All right I've been feeling incredibly guilty about this, because I wanna be a good friend, and damnit I am a good friend. So just, just shut up and close your eyes ."
2496,joey,"Wow, you are a good friend, 'course the audition was this morning, and I didn't get it. But that was a hell of a kiss. Rachel is a very lucky girl."
2496,joey,All right. Let's get the contestants out of their isolation booths.
